tempo_s ax ay az
1.449000 35.42 -2.43 -6.90
1.452000 -6.79 10.90 -2.71
1.455000 -36.25 23.14 5.69
1.458000 -38.25 24.09 -4.75
1.461000 -12.51 0.75 -4.04
1.464000 48.44 -4.75 0.78
1.467000 23.61 0.82 0.75
1.470000 -20.16 14.95 -3.53
1.473000 -42.25 23.18 6.04
1.476000 -32.01 9.26 1.02
1.479000 37.23 -2.94 -6.55
1.482000 43.27 -3.88 -5.45
1.485000 9.14 6.24 3.02
1.488000 -29.03 20.40 -3.22
1.491000 -43.82 18.79 -1.61
1.494000 17.02 5.41 2.67
1.497000 46.21 -3.92 -0.82
1.500000 34.52 -2.43 -6.20
1.503000 -7.14 11.02 5.37
1.506000 -35.19 22.95 4.00
1.509000 -12.67 14.28 -4.43
1.512000 26.16 -0.08 -3.77
1.515000 48.29 -4.47 0.94
1.518000 23.03 1.80 -3.88
1.521000 -19.69 23.42 -1.29
1.524000 -31.70 22.20 5.57
1.527000 2.75 9.69 1.33
1.530000 39.38 -2.59 -6.83
1.533000 44.21 -3.45 2.35
1.536000 8.32 20.12 4.51
1.539000 -43.23 22.36 -3.45
1.542000 -22.67 18.28 -1.37
1.545000 17.18 5.45 3.33
1.548000 46.80 -4.55 -6.51
1.551000 33.70 10.87 -2.79
1.554000 -36.48 23.03 5.30
1.557000 -36.48 22.63 4.12
1.560000 -10.87 14.55 -4.04
1.563000 28.28 0.82 0.39
1.566000 49.11 1.22 0.71
1.569000 -21.30 15.53 -3.65
1.572000 -43.54 23.07 -1.49
1.575000 -32.17 22.20 5.37
1.578000 3.80 9.61 -6.59
1.581000 38.64 -3.88 -5.53
1.584000 7.49 6.51 2.35
1.587000 -29.93 20.20 3.77
1.590000 -44.25 23.77 -2.28
1.593000 -23.73 18.44 2.90
1.596000 18.95 -4.43 -0.24
1.599000 33.58 -2.24 -6.43
1.602000 -8.71 11.34 -3.37
1.605000 -36.64 23.50 5.10
1.608000 -38.44 23.46 -3.92
1.611000 -10.87 0.31 -3.80
1.614000 48.76 -4.63 0.90
1.617000 21.81 1.53 0.47
1.620000 -20.99 15.77 -3.41
1.623000 -43.19 23.89 5.73
1.626000 -30.09 9.41 1.61
1.629000 39.89 -3.22 -6.35
1.632000 42.76 -3.65 -5.45
1.635000 6.75 7.06 2.43
1.638000 -30.36 20.83 -3.06
1.641000 -42.99 18.55 -1.88
1.644000 18.24 4.39 2.55
1.647000 47.35 -5.02 -0.90
1.650000 33.11 -2.20 -6.20
1.653000 -8.90 11.81 4.75
1.656000 -37.46 23.65 3.96
1.659000 -11.14 13.53 -4.82
1.662000 30.24 -0.43 -4.59
1.665000 48.88 -4.82 -0.12
1.668000 21.73 2.04 -2.98
1.671000 -21.57 23.38 -2.24
1.674000 -31.26 22.08 5.02
1.677000 4.67 9.57 2.12
1.680000 40.29 -3.33 -6.55
1.683000 42.95 -3.84 2.24
1.686000 6.67 20.48 3.80
1.689000 -44.68 22.91 -3.26
1.692000 -23.26 17.81 -3.30
1.695000 19.50 4.63 2.35
1.698000 47.15 -5.18 -5.92
1.701000 33.73 11.22 -3.61
1.704000 -37.50 23.30 4.63
1.707000 -39.81 23.81 4.86
1.710000 -11.18 13.30 -4.12
1.713000 29.54 0.51 0.31
1.716000 49.23 1.65 1.18
1.719000 -21.69 15.81 -3.26
1.722000 -43.31 22.91 -2.16
1.725000 -31.54 21.81 5.10
1.728000 5.49 9.89 -6.71
1.731000 39.89 -3.88 -5.69
1.734000 6.71 7.22 2.00
1.737000 -30.17 20.55 4.39
1.740000 -43.82 23.22 -2.28
1.743000 -22.36 18.24 1.84
1.746000 19.30 -4.86 -0.04
1.749000 32.56 -1.96 -5.96
1.752000 -9.41 11.81 -4.04
1.755000 -37.81 23.42 4.67
1.758000 -38.17 24.12 -4.12
1.761000 -9.89 0.00 -4.98
1.764000 48.13 -4.39 -0.20
1.767000 21.06 2.04 1.37
1.770000 -22.01 16.32 -3.02
1.773000 -43.46 23.46 5.45
1.776000 -29.34 9.18 2.04
1.779000 41.11 -3.45 -5.81
1.782000 41.78 -3.96 -6.32
1.785000 5.22 7.45 2.04
1.788000 -30.56 20.87 -1.80
1.791000 -43.38 17.18 -2.28
1.794000 19.85 4.71 1.96
1.797000 47.19 -4.71 -0.63
1.800000 31.50 -1.96 -5.77
1.803000 -9.81 12.36 4.55
1.806000 -37.78 23.14 5.26
1.809000 -10.12 13.30 -3.49
1.812000 30.83 0.04 -5.30
1.815000 48.09 -4.28 -0.16
1.818000 20.48 2.51 -2.24
1.821000 -22.16 22.52 -2.28
1.824000 -28.67 21.81 5.02
1.827000 6.35 9.30 2.71
1.830000 40.68 -3.57 -5.81
1.833000 40.60 -3.96 1.77
1.836000 5.02 21.03 4.86
1.839000 -43.35 23.77 -0.59
1.842000 -21.61 17.57 -2.08
1.845000 20.79 4.16 1.41
1.848000 48.80 -4.00 -5.30
1.851000 31.38 12.28 -4.00
1.854000 -38.56 23.38 4.31
1.857000 -35.77 23.10 4.90
1.860000 -6.83 13.53 -2.47
1.863000 31.42 -0.35 -0.27
1.866000 48.09 2.43 1.14
1.869000 -23.46 16.87 -2.12
1.872000 -45.31 22.63 -2.75
1.875000 -30.52 22.28 3.88
1.878000 6.75 9.38 -5.84
1.881000 40.76 -3.22 -6.08
1.884000 4.43 7.53 1.45
1.887000 -31.46 21.30 5.02
1.890000 -43.54 23.65 -1.49
1.893000 -20.04 18.08 1.53
1.896000 21.85 -4.75 1.22
1.899000 30.68 -1.65 -5.45
1.902000 -12.43 12.04 -4.08
1.905000 -38.56 23.93 3.69
1.908000 -37.78 23.58 -2.51
1.911000 -8.08 -1.18 -5.77
1.914000 47.74 -4.28 -0.39
1.917000 18.83 2.63 1.77
1.920000 -23.22 17.14 -1.88
1.923000 -43.86 23.61 4.24
1.926000 -29.69 8.08 1.96
1.929000 42.13 -4.04 -5.92
1.932000 40.76 -3.69 -6.79
1.935000 3.18 7.81 1.77
1.938000 -31.73 21.54 -1.61
1.941000 -43.38 17.73 -3.45
1.944000 21.73 3.77 1.02
1.947000 49.86 -5.02 0.90
1.950000 31.50 -1.06 -4.75
1.953000 -12.08 12.47 3.61
1.956000 -38.21 23.58 5.65
1.959000 -8.20 13.02 -2.90
1.962000 32.21 -0.16 -5.45
1.965000 48.48 -4.63 0.20
1.968000 18.95 3.06 -1.26
1.971000 -23.03 23.42 -3.06
1.974000 -29.42 21.85 4.20
1.977000 8.00 8.43 2.86
1.980000 43.11 -3.53 -5.96
1.983000 41.70 -4.08 0.51
1.986000 2.94 21.93 5.77
1.989000 -42.99 23.26 -0.63
1.992000 -20.79 16.55 -3.88
1.995000 22.56 3.49 1.41
1.998000 48.88 -3.92 -4.31
2.001000 30.28 12.94 -4.04
2.004000 -38.36 23.50 3.53
2.007000 -36.52 23.46 6.08
2.010000 -7.81 12.63 -2.98
2.013000 30.48 -0.82 -1.41
2.016000 47.82 3.77 2.20
2.019000 -23.30 16.91 -1.29
2.022000 -43.54 23.30 -2.86
2.025000 -28.40 20.87 3.80
2.028000 9.10 8.16 -5.65
2.031000 41.85 -2.98 -8.00
2.034000 1.84 8.00 1.37
2.037000 -32.60 20.87 5.30
