tempo_s ax ay az
1.656000 -37.81 19.14 -6.12
1.659000 -7.69 10.83 -1.84
1.662000 30.56 3.14 3.84
1.665000 43.82 1.80 4.16
1.668000 15.69 8.43 -3.80
1.671000 -22.36 16.83 -7.34
1.674000 -29.26 17.22 -4.31
1.677000 5.37 10.32 0.63
1.680000 39.34 2.55 5.84
1.683000 37.89 2.20 0.12
1.686000 1.61 18.12 -4.71
1.689000 -39.38 17.22 -8.12
1.692000 -18.79 12.36 -3.92
1.695000 19.02 6.98 1.88
1.698000 44.01 2.47 4.12
1.701000 27.65 10.98 -1.84
1.704000 -38.29 18.99 -5.57
1.707000 -36.01 18.99 -5.81
1.710000 -6.75 10.63 -1.77
1.713000 31.30 2.98 4.90
1.716000 43.70 8.16 2.39
1.719000 -23.03 14.08 -3.92
1.722000 -40.29 16.79 -7.49
1.725000 -28.75 16.95 -4.28
1.728000 6.24 10.36 5.77
1.731000 39.78 2.04 5.37
1.734000 0.86 10.00 -0.08
1.737000 -32.60 18.24 -4.71
1.740000 -39.23 17.46 -7.96
1.743000 -17.89 12.00 2.28
1.746000 20.24 2.55 5.30
1.749000 27.03 5.14 4.12
1.752000 -12.16 11.10 -2.16
1.755000 -38.56 19.06 -5.84
1.758000 -35.85 19.18 -2.00
1.761000 -6.04 2.75 4.16
1.764000 32.17 1.49 4.55
1.767000 13.81 8.71 1.96
1.770000 -23.77 14.55 -3.96
1.773000 -40.44 16.75 -4.55
1.776000 -27.77 10.24 0.75
1.779000 7.10 2.51 5.77
1.782000 37.03 2.28 4.79
1.785000 -0.04 10.20 -0.20
1.788000 -33.07 18.55 -7.96
1.791000 -39.38 11.92 -3.49
1.794000 -17.34 6.24 2.28
1.797000 44.40 2.47 5.41
1.800000 26.09 5.45 4.31
1.803000 -12.79 11.14 -5.65
1.806000 -38.95 19.06 -5.69
1.809000 -35.58 10.67 -1.37
1.812000 32.71 2.67 4.24
1.815000 43.27 1.49 4.71
1.818000 13.02 8.83 -3.77
1.821000 -24.28 16.67 -7.77
1.824000 -40.17 16.44 -4.20
1.827000 7.77 10.04 0.86
1.830000 40.68 2.55 5.81
1.833000 36.64 2.28 -0.43
1.836000 -0.39 18.63 -4.86
1.839000 -33.42 17.14 -7.77
1.842000 -16.83 11.81 -3.37
1.845000 21.34 6.00 2.43
1.848000 44.44 2.47 3.69
1.851000 25.54 5.92 -2.35
1.854000 -13.22 18.59 -5.73
1.857000 -35.07 19.14 -5.53
1.860000 -4.63 10.79 -1.14
1.863000 33.19 2.79 4.59
1.866000 43.23 1.49 1.73
1.869000 12.12 14.95 -4.20
1.872000 -40.17 16.67 -8.00
1.875000 -27.11 16.00 -4.31
1.878000 8.75 10.08 5.92
1.881000 40.76 2.75 4.63
1.884000 35.77 10.28 -0.51
1.887000 -33.85 18.79 -4.90
1.890000 -38.80 17.65 -7.49
1.893000 -15.81 11.77 2.39
1.896000 22.28 5.73 5.18
1.899000 44.48 6.20 3.84
1.902000 -14.44 11.49 -2.43
1.905000 -38.91 18.48 -6.04
1.908000 -34.56 18.99 -1.10
1.911000 -3.73 10.63 3.73
1.914000 33.62 1.53 4.67
1.917000 11.18 9.10 1.65
1.920000 -25.50 15.34 -4.20
